,Full_names,Stars,Num_Forks,Num_Commits,Topics,Size
369,net4people/bbs,2474,57,29,['censorship-circumvention'],40
370,conwnet/wpa-dictionary,1883,559,11,[],7405
371,Farama-Foundation/Minigrid,1758,490,583,"['gridworld-environment', 'gym']",11313
372,Farama-Foundation/HighwayEnv,1742,528,1254,"['reinforcement-learning', 'autonomous-driving', 'gym-environment']",39022
373,pallets/quart,1733,100,1020,"['asyncio', 'python', 'http-server', 'asgi', 'quart']",2284
374,doableware/djongo,1713,289,712,"['mongodb', 'django', 'nosql', 'pymongo', 'nosql-databases', 'sql', 'relational-databases']",14075
375,pikepdf/pikepdf,1705,166,2418,"['pdf', 'pdf-generation', 'pdf-manipulation', 'existing-pdfs', 'pypdf2', 'python', 'pikepdf', 'qpdf']",7985
376,commitizen-tools/commitizen,1562,189,1202,"['commitizen', 'python', 'python3', 'git', 'conventional-commits', 'semantic-versioning', 'semver', 'bump', 'bumpversion']",9916
377,anyoptimization/pymoo,1490,271,887,"['optimization', 'multi-objective-optimization', 'nsga2', 'nsga3', 'genetic-algorithm', 'differential-evolution', 'cmaes', 'pso']",18138
378,modmail-dev/modmail,1480,4408,2284,"['modmail', 'discord-bot', 'discord-py', 'discord', 'bot', 'discord-api', 'python', 'python3', 'discord-modmail']",7022
379,Gsllchb/Handright,1475,209,859,"['handwriting', 'chinese', 'image', 'simulation', 'library', 'lightweight']",41753
380,salu133445/musegan,1428,319,405,"['music', 'music-generation', 'machine-learning', 'tensorflow', 'generative-adversarial-network', 'gan']",75250
381,ndrplz/ConvLSTM_pytorch,1415,378,11,[],10
382,GOATmessi7/RFBNet,1387,358,36,"['detection', 'pytorch', 'mobilenet', 'rfbnet']",1916
383,etesync/server,1275,69,547,"['encryption', 'synchronization', 'end-to-end-encryption', 'etesync', 'django']",503
384,IAmBlackHacker/Facebook-BruteForce,1256,526,49,"['brute-force-attacks', 'python', 'facebook-account', 'facebook-bruteforce', 'attacker']",12721
385,rusty1s/pytorch_scatter,1244,150,1023,"['pytorch', 'scatter', 'segment', 'gather']",794
386,erikwijmans/Pointnet2_PyTorch,1224,299,66,"['pointnet2', 'pytorch', 'point-cloud', 'pytorch-lightning', 'hydra']",976
387,hysts/pytorch_image_classification,1196,281,185,"['pytorch', 'computer-vision', 'cifar10', 'fashion-mnist', 'imagenet']",3516
388,samuelcolvin/watchfiles,1179,90,222,"['python', 'asyncio', 'filesystem', 'notify', 'inotify', 'inotifywatch', 'uvicorn']",1169
389,SimmerChan/KG-demo-for-movie,1170,398,28,"['knowledge-graph', 'question-answering']",69250
390,onnx/onnx-tensorflow,1163,292,747,"['deep-neural-networks', 'deep-learning', 'tensorflow', 'onnx']",1987
391,AlexIoannides/pyspark-example-project,1161,549,36,"['pyspark', 'etl-job', 'python', 'data-engineering', 'spark', 'data-science', 'etl', 'etl-pipeline']",787
392,marcbelmont/cnn-watermark-removal,1147,216,25,"['tensorflow', 'densenet', 'dilatednet', 'watermark', 'inpainting', 'fully-convolutional-network']",1530
393,awslabs/open-data-registry,1141,698,3594,[],3866
394,kengz/SLM-Lab,1137,237,2569,"['pytorch', 'reinforcement-learning', 'deep-reinforcement-learning', 'benchmark', 'policy-gradient', 'dqn', 'ppo', 'sac', 'a2c', 'a3c']",4278
395,pushshift/api,1134,100,32,[],80
396,Neutree/COMTool,1121,263,332,"['python', 'serial', 'tool', 'debug', 'assistant', 'protocol', 'terminal', 'network', 'tcp', 'udp', 'plugin']",1599
397,MorvanZhou/Evolutionary-Algorithm,1114,621,38,"['evolutionary-algorithm', 'genetic-algorithm', 'neuroevolution', 'microbial-genetic-algorithm', 'travel-sale-problem', 'evolution-strategy', 'es', 'reinforcement-learning', 'neural-network', 'microbial-ga', 'neat', 'neural-nets', 'python', 'travel-sales-problem', 'nes', 'evolution-strategies', 'openai', 'distributed-es', 'machine-learning', 'tutorial']",2321
398,leukbaars/DreamUV,1112,52,89,[],7622
399,albermax/innvestigate,1111,231,1093,[],59236
400,sibtc/django-beginners-guide,1105,377,59,"['python', 'django', 'tutorial']",406
401,hiroharu-kato/neural_renderer,1088,163,81,[],19148
402,Alexander-H-Liu/End-to-end-ASR-Pytorch,1087,287,82,[],943
403,zeusees/License-Plate-Detector,1066,381,56,"['deep-learning', 'plate-detection', 'ncnn', 'retinaface']",72425
404,L1aoXingyu/Deep-Learning-Project-Template,1066,273,65,"['pytorch', 'pytorch-tutorial', 'keras', 'chainer', 'deep-learning']",163
405,ljvmiranda921/pyswarms,1065,314,412,"['particle-swarm-optimization', 'optimization-tools', 'pso', 'global-optimization', 'swarm-intelligence', 'machine-learning', 'discrete-optimization', 'optimization', 'optimization-algorithms', 'metaheuristics', 'algorithm']",67071
406,foolcage/fooltrader,1065,324,351,"['stock', 'fintech', 'technical-analysis', 'trading-platform', 'fundamental-analysis', 'quant', 'cryptocurrency', 'stock-market']",6343
407,codingo/VHostScan,1056,224,338,"['security-audit', 'penetration-testing', 'penetration-test', 'virtual-hosts', 'web-application-security', 'discovery-service', 'hacking', 'hacking-tool', 'virtual-host', 'vhost', 'vhosts', 'security-tools', 'security', 'hackthebox', 'oscp', 'ctf-tools', 'offensive-security', 'bugbounty', 'reverse-lookups', 'scanner']",218
408,UlionTse/translators,1055,165,298,"['youdao', 'alibaba', 'sogou', 'deepl', 'bing', 'tencent', 'baidu', 'google', 'yandex', 'caiyun', 'iciba', 'iflytek', 'argos', 'itranslate', 'reverso', 'papago', 'lingvanex', 'niutrans', 'mymemory', 'modernmt']",436
409,ClaudiuGeorgiu/PlaystoreDownloader,1048,205,127,"['android', 'apk', 'google', 'playstore', 'downloader']",3940
410,eliorc/node2vec,1048,216,75,"['machine-learning-algorithms', 'embeddings', 'deep-learning']",66
411,AnonHackerr/toolss,1048,196,48,[],15
412,joeyism/linkedin_scraper,1045,309,188,"['linkedin', 'linkedin-scraper', 'scraper', 'profile', 'driver', 'linkedin-profile', 'linkedin-url', 'scrapes-linkedin', 'chrome', 'firefox', 'users', 'company']",4208
413,vividvilla/csvtotable,1043,100,71,[],1406
414,jonluca/Anubis,1039,155,310,"['anubis', 'subdomain', 'kali', 'network', 'network-security', 'information-security', 'information-gathering', 'anubis-db', 'subdomains', 'dnsdumpster', 'netcraft', 'hackertarget']",279
415,Te-k/harpoon,1037,174,377,"['osint', 'osint-framework', 'threatintel', 'threat-intelligence']",767
416,yjxiong/tsn-pytorch,1035,312,31,"['action-recognition', 'deep-learning', 'video-understanding', 'pytorch', 'temporal-segment-networks']",31
417,jrzaurin/pytorch-widedeep,1031,146,687,"['pytorch', 'tabular-data', 'text', 'images', 'multimodal-deep-learning', 'pytorch-tabular-data', 'pytorch-nlp', 'pytorch-cv', 'pytorch-transformers', 'deep-learning', 'model-hub', 'python']",94319
418,kenshohara/video-classification-3d-cnn-pytorch,1027,255,24,"['video-classification', 'computer-vision', 'computer-vision-tools', 'pytorch', 'python', 'action-recognition', 'deep-learning']",158
419,nickdiego/compiledb,1019,96,185,"['compilation-database', 'clang', 'c', 'cpp', 'makefile', 'gnu-make']",170
420,Al-Azif/ps4-exploit-host,1014,270,616,[],1428
421,kazuto1011/deeplab-pytorch,1013,264,102,"['pytorch', 'deeplab', 'semantic-segmentation', 'cocostuff', 'coco', 'voc']",94830
422,ternaus/TernausNet,1013,246,47,"['pytorch', 'image-segmentation']",85884
423,xcp-ng/xcp,1013,68,199,"['xcp-ng', 'xapi', 'xenserver', 'xcp', 'virtualization', 'xen-cloud-platform', 'virtualization-platform', 'xen-source', 'citrix']",9252
424,taehoonlee/tensornets,1012,185,284,"['tensorflow', 'model', 'zoo', 'deep-learning', 'object-detection', 'yolo', 'yolov2', 'yolov3', 'faster-rcnn', 'resnet', 'inception', 'nasnet', 'pnasnet', 'vgg', 'densenet', 'mobilenet', 'mobilenetv2', 'mobilenetv3', 'efficientnet', 'squeezenet']",2238
425,MaybeShewill-CV/CRNN_Tensorflow,1011,379,281,"['tensorflow', 'ctc-loss', 'ocr-recognition', 'sequence-recongnition', 'crnn-tensorflow', 'chinese-ocr']",570789
426,uber-common/metta,1010,147,95,"['uber', 'vagrant', 'yaml', 'celery', 'python', 'redis', 'virtualbox', 'infosec', 'security', 'network', 'networking', 'adversarial', 'simulation']",536
427,AimeeLee77/keyword_extraction,1010,357,6,[],895
428,microsoft/gated-graph-neural-network-samples,1007,262,60,[],150
429,baidu/DuReader,1007,308,198,[],6736
430,csurfer/pyheatmagic,1004,25,34,"['ipython', 'ipython-magic', 'profiler', 'heatmap']",15
431,canonical/microk8s,7328,704,1175,"['kubernetes', 'snap', 'iot', 'cicd', 'developer-workstations', 'k8s', 'hacktoberfest']",11277
432,AirtestProject/Airtest,6964,1108,833,"['automated-testing', 'game', 'unity3d', 'android', 'automation', 'test-automation', 'test-framework', 'ios', 'windows']",123464
433,py-why/dowhy,5794,811,855,"['causal-inference', 'machine-learning', 'graphical-models', 'bayesian-networks', 'data-science', 'python3', 'causality', 'causal-models', 'treatment-effects', 'do-calculus', 'causal-machine-learning']",344850
434,yfeng95/PRNet,4776,926,69,"['3d', 'face', 'reconstruction', 'alignment', 'swap']",7700
435,XPixelGroup/BasicSR,4632,912,516,"['basicsr', 'esrgan', 'edsr', 'rcan', 'edvr', 'srresnet', 'srgan', 'super-resolution', 'restoration', 'pytorch', 'stylegan2', 'dfdnet', 'basicvsr', 'swinir', 'ecbsr']",4255
436,EdOverflow/can-i-take-over-xyz,3839,588,284,"['security', 'infosec', 'bugbounty', 'list', 'subdomain', 'subdomain-takeovers']",240
437,Picovoice/porcupine,2948,407,957,"['wake-word-detection', 'hotword', 'keyword-spotting', 'keyword-spotter', 'wake-word', 'wake-word-engine', 'handsfree', 'hotword-detection', 'hotword-detector', 'on-device', 'speech-recognition', 'trigger-word-detection', 'voice-activation']",257540
438,wonderworks-software/PyFlow,1904,222,1745,"['python', 'pyflow', 'dataflow-programming', 'qt', 'pyside2', 'framework', 'subgraphs']",167271
439,haitongli/knowledge-distillation-pytorch,1585,321,136,"['pytorch', 'knowledge-distillation', 'deep-neural-networks', 'cifar10', 'model-compression', 'dark-knowledge', 'computer-vision']",23147
440,fox-it/BloodHound.py,1404,238,229,[],552
441,skavngr/rapidscan,1403,339,218,"['scanner', 'vulnerability-scanners', 'scanner-web', 'web-vulnerabilities-scanner', 'security-tools', 'security-scanner', 'penetration-testing-framework', 'penetration-testing', 'vulnerability-assessment', 'vulnerability-scanner', 'vulnerability-management', 'oscp', 'vulnerability-detection', 'kali-scripts', 'kali-linux', 'vulnerabilities', 'security-scanning', 'offensive-security', 'enumeration', 'reconnaissance']",3380
442,coneypo/Dlib_face_recognition_from_camera,1371,464,129,"['face-recognition', 'cnn', 'dlib-face-recognition', 'resnet-34']",131246
443,konradhalas/dacite,1350,79,185,['dataclasses'],287
444,sdv-dev/SDV,1349,210,1271,"['synthetic-data', 'machine-learning', 'relational-datasets', 'multi-table', 'time-series', 'synthetic-data-generation', 'sdv', 'data-generation', 'generative-adversarial-network', 'gan', 'gans', 'deep-learning', 'generative-ai', 'generative-model']",28410
445,sfujim/TD3,1320,354,28,[],206
446,kubeflow/katib,1315,375,1153,[],101946
447,raphaelvallat/pingouin,1313,122,1220,"['pandas', 'statistics', 'anova', 'effect-size', 'multiple-comparisons', 'cohens-d', 'bayesian-statistics', 'ttest', 'correlations', 'circular-statistics', 'statistical-tests', 'statistical-methods']",14456
448,nosarthur/gita,1297,58,453,"['git', 'command-line-tool', 'productivity', 'git-delegation', 'management', 'cli', 'developer-tools', 'command-line', 'terminal']",2293
449,biliup/biliup,1263,216,467,"['bilibili', 'huya', 'douyu', 'douyin', 'bilibiliupload', 'youtube', 'twitch', 'downloader', 'download']",1075
450,openai/maddpg,1238,416,15,['paper'],55
451,BindsNET/bindsnet,1223,302,1763,"['spiking-neural-networks', 'gpu-computing', 'pytorch', 'machine-learning', 'snn', 'reinforcement-learning', 'stdp', 'dynamic', 'neurons', 'simulation', 'synapse']",30590
452,jdepoix/youtube-transcript-api,1209,172,209,"['youtube-api', 'subtitles', 'youtube', 'transcripts', 'youtube-subtitles', 'youtube-transcripts', 'python', 'transcript', 'subtitle', 'cli', 'captions', 'youtube-captions', 'youtube-transcript', 'youtube-video', 'translating-transcripts', 'asr', 'youtube-asr']",887
453,nccgroup/PMapper,1206,154,82,"['aws', 'iam', 'python', 'botocore', 'cloudsecurity']",1096
454,mtianyan/VueDjangoAntdProBookShop,1203,417,37,"['vue', 'django2', 'django-rest-framework', 'alipay']",85885
455,ranjian0/building_tools,1191,116,1573,"['blender-addon', 'python3', 'building-generator', 'blender', 'blender-python', 'blender3d']",6224
456,deepcharles/ruptures,1187,147,571,"['signal-processing', 'changepoint', 'python', 'scientific-computing', 'science', 'change-point-detection']",11432
457,ModelOriented/DALEX,1185,152,666,"['machine-learning', 'interpretability', 'data-science', 'xai', 'iml', 'model-visualization', 'dalex', 'explanations', 'explainable-ai', 'explainable-artificial-intelligence', 'predictive-modeling', 'black-box', 'explainable-ml', 'interpretable-machine-learning', 'explanatory-model-analysis', 'responsible-ai', 'responsible-ml', 'fairness']",836303
458,Ha3MrX/DDos-Attack,1180,858,16,['ddos-attacks'],12
459,wwong99/pentest-notes,1172,473,34,[],62090
460,doyensec/inql,1168,131,235,"['graphql', 'security-scanner', 'graphql-security', 'api-documentation-tool', 'security-tools', 'security-audit', 'burp-extensions', 'burpsuite']",18322
461,markqvist/Reticulum,1147,71,1164,"['networking-stack', 'packet-radio', 'lora', 'mesh-networks', 'reticulum', 'rns']",39766
462,devAmoghS/Machine-Learning-with-Python,1144,182,155,"['machine-learning', 'python', 'exercises', 'practice-project', 'beginner-friendly', 'scikit-learn', 'deep-learning', 'python-3', 'data-science']",857
463,pyjanitor-devs/pyjanitor,1136,156,1470,"['pandas', 'dataframe', 'data', 'cleaning-data', 'data-engineering', 'pydata', 'hacktoberfest']",10908
464,Garvit244/Leetcode,1128,530,119,"['leetcode-solutions', 'leetcode-python', 'alogrithms', 'python', 'leetcode-questions', 'leetcode-practice', 'leetcode', 'coding-interviews', 'interview-preparation', 'interview-prep', 'python-solution', 'coding-challenges', 'coding-interview']",233
465,OTRF/OSSEM,1113,203,477,[],57351
466,HackerPoet/PySpace,1111,148,55,[],54
467,tf-encrypted/tf-encrypted,1107,201,604,"['secure-computation', 'machine-learning', 'tensorflow', 'privacy', 'cryptography', 'deep-learning', 'confidential-computing']",23475
468,hbldh/bleak,1100,215,1265,"['python', 'python3', 'bluetooth', 'bluetooth-low-energy', 'platform-independent', 'cross-platform', 'asyncio', 'ble']",2264
469,lidatong/dataclasses-json,1097,119,281,"['dataclasses', 'json', 'python']",56425
470,rsinger86/django-lifecycle,1095,70,231,"['django-models', 'lifecycle-hooks', 'django', 'transition-conditions']",931
471,snovvcrash/usbrip,1091,107,291,"['security', 'forensics', 'usb-events', 'usb-history', 'usb-devices']",1186
472,jaykali/hackerpro,1073,149,28,"['python', 'script', 'linux', 'termux', 'hack', 'hacking', 'best', 'tool', 'tools', 'penetration-testing-framework', 'penetration-testing', 'hacking-tool', 'hacktoberfest', 'hacktoberfest-accepted', 'hacking-tools', 'information-gathering', 'scanner']",3443
473,Boerderij/Varken,1071,99,639,"['influxdb', 'grafana', 'plex', 'docker', 'python', 'sickchill', 'varken', 'radarr', 'python-3', 'sonarr', 'sonarr3', 'plex-ecosystem', 'ombi', 'tautulli', 'unifi', 'worldmap', 'lidarr', 'grafana-dashboard', 'overseerr']",2603
474,wardbradt/peregrine,1062,323,345,"['cryptocurrency', 'arbitrage', 'algorithmic-trading', 'arbitrage-bot', 'ccxt', 'python', 'algotrading', 'trading-bot', 'trading-algorithms', 'bellman-ford']",4024
475,python-discord/bot,1051,572,9284,"['discord-bot', 'discord', 'bot', 'python', 'python3', 'python310']",15304
476,facebookresearch/mixup-cifar10,1049,212,9,[],29
477,zhuifengshen/DingtalkChatbot,1049,262,40,[],2894
478,WordOps/WordOps,1044,186,1788,"['wordpress', 'nginx', 'debian', 'ubuntu', 'mariadb', 'server-management', 'php', 'automation', 'performance', 'wordops', 'wordpress-site', 'redis', 'cli', 'lemp', 'reverse-proxy', 'ssl', 'cache']",4030
479,Roibal/Cryptocurrency-Trading-Bots-Python-Beginner-Advance,1043,413,87,"['crypto-bot-trading', 'cryptocurrency-trading-bots', 'binance-trading-bot', 'bitcoin-trading-bots', 'python-binance', 'algo', 'trading-bot', 'trading-strategies', 'trading-algorithms', 'cryptocurrency', 'crypto-trading-strategies', 'crypto-trading-algorithms']",211
480,bojone/vae,1041,363,43,[],6420
481,pfnet-research/sngan_projection,1040,197,44,[],6279
482,tucan9389/awesome-ml-demos-with-ios,1039,119,176,"['ios', 'machine-learning', 'coreml', 'mlkit', 'tensorflow', 'tensorflow-lite', 'demo', 'awesome', 'inference']",236697
483,brandon-rhodes/python-patterns,1038,96,179,[],517
484,makcedward/nlp,1036,310,112,"['nlp', 'deep-learning', 'machine-learning', 'data-science', 'ai']",2297
485,HaddyYang/django2.0-course,1036,465,103,"['django2', 'python', 'django', 'django-course']",3655
486,alichtman/shallow-backup,1030,240,389,"['backup-script', 'mac-backup-script', 'backup-utility', 'linux-backup', 'backup']",9342
487,mrh0wl/Cloudmare,1027,176,101,"['cloudflare', 'ip', 'bypass', 'cloudflare-python', 'cloudmare', 'protection', 'python', 'sucuri', 'sucuri-bypass', 'incapsula', 'incapsula-bypass', 'reverse-proxy', 'cloudproxy', 'cloud-proxy']",2481
488,keras-team/keras-preprocessing,1025,443,288,[],470
489,keshavdv/unifi-cam-proxy,1019,159,199,[],786
490,facebookresearch/VMZ,1017,160,85,[],3433
491,FeeiCN/ESD,1014,165,216,"['subdomain-scanner', 'subdomain-brute', 'security-scanner', 'security-tools', 'brute-force']",4980
492,SeanLee97/xmnlp,1009,180,128,"['pinyin', 'nlp', 'spell-checker', 'radical', 'sentiment-analysis', 'ner', 'lexical-analysis', 'segmentation', 'postagging', 'sentence-embeddings', 'sentence-similarity']",120006
493,nlpinaction/learning-nlp,1008,830,37,"['python', 'machine-learning']",251450
494,jantic/DeOldify,16411,2307,515,[],71356
495,kitao/pyxel,11668,726,4335,"['pyxel', 'python', 'gamedev', 'game-development', 'gameengine', 'game-engine', 'fantasy-console', 'pico-8', 'tic-80', '8bit', 'game', 'python3', 'rust']",102680
496,jina-ai/clip-as-service,11520,1927,1950,"['bert', 'sentence-encoding', 'deep-learning', 'clip-model', 'clip-as-service', 'bert-as-service', 'cross-modal-retrieval', 'multi-modality', 'neural-search', 'openai', 'pytorch', 'onnx', 'cross-modality', 'image2vec', 'sentence2vec']",28692
497,sktime/sktime,6336,1035,3480,"['time-series', 'machine-learning', 'scikit-learn', 'time-series-classification', 'time-series-regression', 'forecasting', 'time-series-analysis', 'data-science', 'data-mining']",57233
498,triton-inference-server/server,5083,1135,2965,"['inference', 'gpu', 'machine-learning', 'deep-learning', 'cloud', 'datacenter', 'edge']",29605
499,EvanLi/Github-Ranking,3525,291,1806,"['ranking', 'stars', 'forks', 'github-rank', 'python', 'github-stars']",236889
500,JustAnotherArchivist/snscrape,3145,508,416,"['python', 'scraper', 'social-network', 'social-media']",330
501,samschott/maestral,2693,60,5543,"['python', 'dropbox-client', 'linux', 'macos', 'dropbox-sync']",129743
502,yfeng95/face3d,2363,561,43,[],6549
503,Flagsmith/flagsmith,2283,161,2830,"['feature-flags', 'continuous-integration', 'remote-control', 'ci', 'cd', 'feature-toggles', 'feature-flag', 'remote-config', 'python', 'feature-flagging', 'feature-flaggers', 'flagsmith', 'react', 'multivariate-testing', 'docker', 'feature-management', 'self-hosted']",27696
504,its-a-feature/Mythic,2212,325,880,[],264770
505,unionai-oss/pandera,2191,175,532,"['pandas', 'validation', 'schema', 'dataframes', 'testing', 'pandas-validation', 'pandas-dataframe', 'data-validation', 'data-cleaning', 'data-check', 'testing-tools', 'assertions', 'data-assertions', 'data-verification', 'dataframe-schema', 'hypothesis-testing', 'pandas-validator', 'data-processing']",2685
506,RhinoSecurityLabs/cloudgoat,1979,445,341,[],14829
507,gxcuizy/Python,1882,908,44,"['python', 'python3']",98744
508,zjunlp/DeepKE,1743,456,1063,"['knowledge-graph', 'relation-extraction', 'chinese', 'named-entity-recognition', 'attribute-extraction', 'low-resource', 'document-level', 'information-extraction', 'pytorch', 'deepke', 'ner', 'nlp', 'few-shot', 'prompt', 'bert', 'deep-learning', 'kg', 'multi-modal', 'lightner', 'knowprompt']",109253
509,diffgram/diffgram,1654,102,5451,"['annotation', 'annotation-tool', 'training-data', 'training-data-storage', 'video-annotation', 'data-annotation', 'kubernetes', 'data-science', 'data-analytics', 'image-annotation', 'machine-learning', 'deep-learning', 'data', 'annotations', 'datasets', 'labeling', 'llm', 'gpt', 'gpt-4']",54306
510,cdeweyx/DS-Career-Resources,1640,559,117,"['internships', 'career']",111
511,bhavsec/reconspider,1611,264,137,"['osint', 'python', 'recon', 'framework', 'pentest', 'security', 'hacking', 'information-gathering', 'scanner', 'automated', 'reconnaissance', 'cybersecurity', 'pentesting']",65815
512,facebookarchive/python-nubia,1602,101,77,[],380
513,sipeed/MaixPy,1513,401,593,"['maixpy', 'k210', 'aiot', 'micropython', 'edge-ai', 'riscv', 'firmware']",57165
514,abbey2023/PyOne,1486,424,499,"['onedrive', 'flask', 'python', 'pyone']",1952
515,sabri-zaki/EasY_HaCk,1458,183,123,"['termux', 'hackers', 'bash-script', 'termux-tool', 'termux-hacking', 'termux-recommended-for-android', 'metasploit-framework', 'metasploit', 'ngrok', 'sqlmap', 'nmap', 'network-analysis', 'web-application', 'penetration-testing-framework', 'penetration-testing', 'apache2', 'python', 'gnuroot-debian-terminal', 'easy-hack']",153384
516,omry/omegaconf,1438,75,1034,"['python', 'yaml', 'yaml-configuration', 'configuration-files', 'configuration-loader', 'python-types', 'schema-validator']",7324
517,hastagAB/Awesome-Python-Scripts,1432,549,370,['hacktoberfest'],10078
518,crweiner/hacktoberfest-swag-list,1427,514,854,"['hacktoberfest', 'swag', 'hacktoberfest-swag', 'hacktoberfest-site', 'hacktoberfest2022']",3921
519,yangwohenmai/LSTM,1426,537,196,"['forecast', 'lstm']",2557
520,oxwhirl/pymarl,1419,347,42,[],283
521,wkeeling/selenium-wire,1413,181,948,"['testing-tools', 'testing', 'testing-library', 'testing-framework', 'python', 'web-testing']",62416
522,google-research/language,1403,325,140,"['natural-language-processing', 'machine-learning', 'research']",6008
523,alvarobartt/investpy,1372,327,592,"['investing-api', 'historical-data', 'investing', 'investing-python', 'investing-com', 'financial-data', 'hacktoberfest']",22401
524,krasserm/super-resolution,1363,335,65,"['wdsr', 'edsr', 'keras', 'super-resolution', 'single-image-super-resolution', 'srgan', 'tensorflow', 'tensorflow2']",49318
525,zengyh1900/Awesome-Image-Inpainting,1349,207,86,"['image-inpainting', 'face-completion', 'video-inpainting', 'paper-list']",100
526,diyhue/diyHue,1341,240,1705,[],118966
527,LIAAD/yake,1334,200,149,"['keyword-extraction', 'unsupervised-approach', 'corpus-independent', 'domain-and-language-independent', 'single-document']",849
528,feature-engine/feature_engine,1329,240,273,"['machine-learning', 'data-science', 'python', 'scikit-learn', 'feature-engineering', 'feature-selection', 'feature-extraction']",11910
529,byt3bl33d3r/SprayingToolkit,1304,237,60,"['python3', 'red-teams', 'security', 'owa', 'lync', 'skype-for-business', 'o365', 'pentesting', 'security-tools', 'password-spraying-attacks', 'password-spraying']",118
530,fineanmol/Hacktoberfest2022,1271,4514,3581,"['hacktoberfest', 'digitalocean', 'github', 'pull-request', 'opensource', 'opensourcecode', 'osc', 'hacktoberfest-accepted', 'opensource-projects', 'hacktoberfest-approved', 'hacktoberfest2022']",457893
531,KhronosGroup/glTF-Blender-IO,1268,251,3809,[],32647
532,hfawaz/dl-4-tsc,1267,466,48,"['deep-learning', 'deep-neural-networks', 'time-series-classification', 'review', 'empirical-research', 'research-paper', 'convolutional-neural-networks']",705
533,sngyai/Sequoia,1265,382,164,"['ta-lib', 'python', 'tushare', 'turtle-trade', 'a-shares', 'pandas', 'dataframe', 'akshare']",22094
534,ahmedfgad/GeneticAlgorithmPython,1264,400,229,"['python', 'genetic-algorithm', 'optimization', 'numpy', 'pygad', 'pygad-documentation', 'neural-networks', 'machine-learning', 'deep-learning', 'evolutionary-algorithms']",829
535,Hsury/Bilibili-Toolkit,1253,180,62,"['bilibili', 'python']",491
536,agronholm/anyio,1236,103,797,"['async-await', 'trio', 'asyncio', 'curio']",1625
537,tensorlayer/HyperPose,1215,272,538,"['tensorlayer', 'tensorflow', 'openpose', 'pose-estimation', 'computer-vision', 'distributed-training', 'tensorrt', 'mobilenet', 'neural-networks']",10134
538,Neoteroi/BlackSheep,1213,56,229,"['asyncio', 'server', 'http', 'asgi', 'blacksheep', 'python', 'web', 'framework', 'http-server']",2145
539,mmotti/pihole-regex,1210,157,136,"['pi-hole', 'pi-hole-blocklists', 'pi-hole-ftl', 'hostsfile', 'blocking', 'regex', 'filter', 'adblocking']",733
540,hszhao/semseg,1199,234,9,[],1458
541,tintinweb/smart-contract-sanctuary,1189,224,4861,"['ethereum', 'ethereum-contract', 'solidity', 'blockchain', 'smart-contracts', 'binance-smart-chain', 'tron-protocol', 'arbitrum', 'polygon', 'maticnetwork', 'avalanche-c-chain']",12823474
542,kumar-shridhar/PyTorch-BayesianCNN,1178,286,308,"['convolutional-neural-networks', 'bayesian-network', 'bayesian-convnets', 'bayes-by-backprop', 'pytorch', 'python', 'pytorch-cnn', 'bayesian-neural-networks', 'bayesian-deep-learning', 'bayesian-inference', 'bayesian-statistics', 'image-recognition', 'aleatoric-uncertainties', 'bayes', 'bayesian-networks', 'variational-inference', 'variational-bayes']",69465
543,CalculatedContent/WeightWatcher,1175,98,1065,[],114111
544,Matoking/protontricks,1165,29,325,"['proton', 'winetricks', 'python3', 'hacktoberfest']",654
545,YoYo000/MVSNet,1162,297,55,[],6741
546,xHak9x/fbi,1159,530,28,"['facebook-graph-api', 'information-gathering', 'bot', 'facebook']",7250
547,pavlin-policar/openTSNE,1157,137,647,"['tsne', 'visualization', 'machine-learning', 'dimensionality-reduction', 'embedding']",63453
548,CoinCheung/BiSeNet,1157,272,59,"['bisenet', 'cityscapes', 'pytorch', 'cocostuff', 'tensorrt', 'ncnn', 'openvino', 'triton-inference-server', 'ade20k']",3768
549,nackjicholson/aiosql,1154,53,378,[],3434
550,iGio90/Dwarf,1146,166,1081,"['frida', 'pyqt5', 'reverse-engineering', 'cracking', 'unicorn-emulator', 'capstone-engine', 'keystone-engine', 'android', 'ios', 'windows', 'linux']",3544
551,typeddjango/django-stubs,1146,290,1159,"['mypy', 'django', 'python', 'python3', 'pep484', 'hacktoberfest']",3912
552,GMvandeVen/continual-learning,1137,245,37,"['deep-learning', 'artificial-neural-networks', 'continual-learning', 'lifelong-learning', 'incremental-learning', 'replay', 'distillation', 'generative-models', 'variational-autoencoder', 'elastic-weight-consolidation', 'replay-through-feedback', 'icarl', 'gradient-episodic-memory', 'task-incremental-learning', 'class-incremental-learning', 'domain-incremental-learning']",2625
553,dstmath/frida-unpack,1133,286,11,[],7
554,rbgirshick/yacs,1130,90,39,"['research', 'configuration-management', 'experimental-design', 'python']",60
555,paranoidninja/CarbonCopy,1130,241,24,[],170
556,simonw/sqlite-utils,1123,85,865,"['sqlite', 'python', 'datasette', 'sqlite-database', 'click', 'cli', 'datasette-io', 'datasette-tool']",1118
557,AeonLucid/AndroidNativeEmu,1123,282,81,"['emulator', 'android', 'arm', 'android-native-library', 'unicorn']",1320
558,out0fmemory/qqwry.dat,1122,231,368,"['ip', 'location']",1160907
559,starsliao/Prometheus,1121,382,208,[],6180
560,corpnewt/GenSMBIOS,1118,175,93,[],123
561,NVIDIA/partialconv,1116,208,47,[],477
562,0xgalz/Virtuailor,1110,115,31,[],924
